date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:16:01	1735/1735	---MCZ	200	added ('OK')	text/css	etag:W/%2258882170-6c7%22	https://colorlib.com/polygon/vendors/datatables.net-buttons-bs/css/buttons.bootstrap.min.css	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-buttons-bs/css/buttons.bootstrap.min.css	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:01	328/328	---MCZ	200	added ('OK')	text/css	etag:W/%2258882170-148%22	https://colorlib.com/polygon/vendors/datatables.net-fixedheader-bs/css/fixedHeader.bootstrap.min.css	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-fixedheader-bs/css/fixedHeader.bootstrap.min.css	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:01	3921/3921	---MCZ	200	added ('OK')	text/css	etag:W/%2258882170-f51%22	https://colorlib.com/polygon/vendors/datatables.net-responsive-bs/css/responsive.bootstrap.min.css	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-responsive-bs/css/responsive.bootstrap.min.css	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:02	414/414	---MCZ	200	added ('OK')	text/css	etag:W/%2258882170-19e%22	https://colorlib.com/polygon/vendors/datatables.net-scroller-bs/css/scroller.bootstrap.min.css	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-scroller-bs/css/scroller.bootstrap.min.css	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:02	1960/1960	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-7a8%22	https://colorlib.com/polygon/vendors/datatables.net-bs/js/dataTables.bootstrap.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-bs/js/dataTables.bootstrap.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:02	82638/82638	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-142ce%22	https://colorlib.com/polygon/vendors/datatables.net/js/jquery.dataTables.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net/js/jquery.dataTables.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:02	15661/15661	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-3d2d%22	https://colorlib.com/polygon/vendors/datatables.net-buttons/js/dataTables.buttons.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-buttons/js/dataTables.buttons.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:03	939/939	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-3ab%22	https://colorlib.com/polygon/vendors/datatables.net-buttons-bs/js/buttons.bootstrap.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-buttons-bs/js/buttons.bootstrap.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:03	21956/21956	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-55c4%22	https://colorlib.com/polygon/vendors/datatables.net-buttons/js/buttons.flash.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-buttons/js/buttons.flash.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:03	20463/20463	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-4fef%22	https://colorlib.com/polygon/vendors/datatables.net-buttons/js/buttons.html5.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-buttons/js/buttons.html5.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:03	1694/1694	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-69e%22	https://colorlib.com/polygon/vendors/datatables.net-buttons/js/buttons.print.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-buttons/js/buttons.print.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:03	6652/6652	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-19fc%22	https://colorlib.com/polygon/vendors/datatables.net-fixedheader/js/dataTables.fixedHeader.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-fixedheader/js/dataTables.fixedHeader.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:04	7094/7094	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-1bb6%22	https://colorlib.com/polygon/vendors/datatables.net-keytable/js/dataTables.keyTable.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-keytable/js/dataTables.keyTable.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:04	11056/11056	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-2b30%22	https://colorlib.com/polygon/vendors/datatables.net-responsive/js/dataTables.responsive.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-responsive/js/dataTables.responsive.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:04	1892/1892	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-764%22	https://colorlib.com/polygon/vendors/datatables.net-responsive-bs/js/responsive.bootstrap.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-responsive-bs/js/responsive.bootstrap.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:04	11373/11373	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-2c6d%22	https://colorlib.com/polygon/vendors/datatables.net-scroller/js/dataTables.scroller.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/datatables.net-scroller/js/dataTables.scroller.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:05	80025/80025	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-13899%22	https://colorlib.com/polygon/vendors/jszip/dist/jszip.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/jszip/dist/jszip.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:06	426274/426274	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-68122%22	https://colorlib.com/polygon/vendors/pdfmake/build/pdfmake.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/pdfmake/build/pdfmake.min.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:09	47712/47712	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-ba60%22	https://colorlib.com/polygon/vendors/jqvmap/dist/maps/jquery.vmap.usa.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/jqvmap/dist/maps/jquery.vmap.usa.js	(from https://colorlib.com/polygon/gentelella/other_charts.html)
22:16:09	567638/567638	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-8a956%22	https://colorlib.com/polygon/vendors/pdfmake/build/vfs_fonts.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/pdfmake/build/vfs_fonts.js	(from https://colorlib.com/polygon/gentelella/tables_dynamic.html)
22:16:09	479408/479408	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-750b0%22	https://colorlib.com/polygon/vendors/echarts/dist/echarts.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/echarts/dist/echarts.min.js	(from https://colorlib.com/polygon/gentelella/echarts.html)
22:16:09	603039/603039	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-9339f%22	https://colorlib.com/polygon/vendors/echarts/map/js/world.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/echarts/map/js/world.js	(from https://colorlib.com/polygon/gentelella/echarts.html)
22:16:09	42839/42839	---MCZ	200	added ('OK')	text/css	etag:W/%2258882170-a757%22	https://colorlib.com/polygon/vendors/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.min.css	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.min.css	(from https://colorlib.com/polygon/gentelella/fixed_sidebar.html)
22:16:09	44715/44715	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-aeab%22	https://colorlib.com/polygon/vendors/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.concat.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.concat.min.js	(from https://colorlib.com/polygon/gentelella/fixed_sidebar.html)
22:16:10	45990/45990	---M--	200	added ('OK')	image/jpeg	etag:%2258882170-bcbb%22	https://colorlib.com/polygon/gentelella/images/prod-1.jpg	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/gentelella/images/prod-1.jpg	(from https://colorlib.com/polygon/gentelella/e_commerce.html)
22:16:10	32961/32961	---M--	200	added ('OK')	image/jpeg	etag:%2258882170-85ae%22	https://colorlib.com/polygon/gentelella/images/prod-2.jpg	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/gentelella/images/prod-2.jpg	(from https://colorlib.com/polygon/gentelella/e_commerce.html)
22:16:10	21620/21620	---M--	200	added ('OK')	image/jpeg	etag:%2258882170-554f%22	https://colorlib.com/polygon/gentelella/images/prod-3.jpg	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/gentelella/images/prod-3.jpg	(from https://colorlib.com/polygon/gentelella/e_commerce.html)
22:16:10	26845/26845	---M--	200	added ('OK')	image/jpeg	etag:%2258882170-6d3b%22	https://colorlib.com/polygon/gentelella/images/prod-4.jpg	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/gentelella/images/prod-4.jpg	(from https://colorlib.com/polygon/gentelella/e_commerce.html)
22:16:11	32736/32736	---M--	200	added ('OK')	image/jpeg	etag:%2258882170-8489%22	https://colorlib.com/polygon/gentelella/images/prod-5.jpg	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/gentelella/images/prod-5.jpg	(from https://colorlib.com/polygon/gentelella/e_commerce.html)
22:16:11	24362/24362	---M--	200	added ('OK')	image/jpeg	etag:%2258882170-6478%22	https://colorlib.com/polygon/gentelella/images/picture.jpg	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/gentelella/images/picture.jpg	(from https://colorlib.com/polygon/gentelella/profile.html)
22:16:11	52789/52789	---MCZ	200	added ('OK')	text/css	etag:W/%2258882170-ce35%22	https://colorlib.com/polygon/vendors/animate.css/animate.min.css	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/animate.css/animate.min.css	(from https://colorlib.com/polygon/gentelella/login.html)
22:16:11	4077/4077	URF---	200	added ('OK%20(cached)')	image/jpeg		https://colorlib.com/polygon/gentelella/images/img.jpg	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/gentelella/images/img.jpg	(from https://colorlib.com/polygon/gentelella/)
22:16:12	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2258882170-1a8c2%22	https://colorlib.com/polygon/vendors/bootstrap/dist/fonts/glyphicons-halflings-regular.svg	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/bootstrap/dist/fonts/glyphicons-halflings-regular.svg	(from https://colorlib.com/polygon/vendors/bootstrap/dist/css/bootstrap.min.css)
22:16:12	36868/36868	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-9004%22	https://colorlib.com/polygon/vendors/bootstrap/dist/js/bootstrap.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/bootstrap/dist/js/bootstrap.min.js	(from https://colorlib.com/polygon/gentelella/)
22:16:12	85578/85578	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-14e4a%22	https://colorlib.com/polygon/vendors/jquery/dist/jquery.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/jquery/dist/jquery.min.js	(from https://colorlib.com/polygon/gentelella/)
22:16:12	25965/25965	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-656d%22	https://colorlib.com/polygon/vendors/fastclick/lib/fastclick.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/fastclick/lib/fastclick.js	(from https://colorlib.com/polygon/gentelella/)
22:16:12	11565/11565	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-2d2d%22	https://colorlib.com/polygon/vendors/nprogress/nprogress.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/nprogress/nprogress.js	(from https://colorlib.com/polygon/gentelella/)
22:16:13	17848/17848	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-45b8%22	https://colorlib.com/polygon/vendors/gauge.js/dist/gauge.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/gauge.js/dist/gauge.min.js	(from https://colorlib.com/polygon/gentelella/)
22:16:14	2333/2333	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-91d%22	https://colorlib.com/polygon/vendors/bootstrap-progressbar/bootstrap-progressbar.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/bootstrap-progressbar/bootstrap-progressbar.min.js	(from https://colorlib.com/polygon/gentelella/)
22:16:15	4931/4931	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-1343%22	https://colorlib.com/polygon/vendors/iCheck/icheck.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/iCheck/icheck.min.js	(from https://colorlib.com/polygon/gentelella/)
22:16:15	147169/147169	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-23ee1%22	https://colorlib.com/polygon/vendors/Chart.js/dist/Chart.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/Chart.js/dist/Chart.min.js	(from https://colorlib.com/polygon/gentelella/)
22:16:15	19025/19025	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-4a51%22	https://colorlib.com/polygon/vendors/skycons/skycons.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/skycons/skycons.js	(from https://colorlib.com/polygon/gentelella/)
22:16:15	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2258882170-5f9c6%22	https://colorlib.com/polygon/vendors/font-awesome/fonts/fontawesome-webfont.svg?v=4.6.3	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/font-awesome/fonts/fontawesome-webfont5b62.svg	(from https://colorlib.com/polygon/vendors/font-awesome/css/font-awesome.min.css)
22:16:15	1349/1349	---M--	200	added ('OK')	image/png	etag:%2258882170-5a4%22	https://colorlib.com/polygon/vendors/iCheck/skins/flat/green.png	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/iCheck/skins/flat/green.png	(from https://colorlib.com/polygon/vendors/iCheck/skins/flat/green.css)
22:16:15	3117/3117	---M--	200	added ('OK')	image/png	etag:%2258882170-c2d%22	https://colorlib.com/polygon/vendors/iCheck/skins/flat/green@2x.png	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/iCheck/skins/flat/green@2x.png	(from https://colorlib.com/polygon/vendors/iCheck/skins/flat/green.css)
22:16:17	7090/7090	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-1bb2%22	https://colorlib.com/polygon/vendors/Flot/jquery.flot.stack.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/Flot/jquery.flot.stack.js	(from https://colorlib.com/polygon/gentelella/)
22:16:17	11768/11768	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-2df8%22	https://colorlib.com/polygon/vendors/Flot/jquery.flot.time.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/Flot/jquery.flot.time.js	(from https://colorlib.com/polygon/gentelella/)
22:16:20	23809/23809	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-5d01%22	https://colorlib.com/polygon/vendors/Flot/jquery.flot.pie.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/Flot/jquery.flot.pie.js	(from https://colorlib.com/polygon/gentelella/)
22:16:20	2419/2419	---M--	200	added ('OK')	image/png	etag:%221f0a1-973-4b95f8a2bca80%22	http://cssdeck.com/uploads/media/items/8/8bcLQqF.png	/home/aditya/websites/dummyapifetch/cssdeck.com/uploads/media/items/8/8bcLQqF.png	(from https://colorlib.com/polygon/build/css/custom.min.css)
22:16:21	3314/3314	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-cf2%22	https://colorlib.com/polygon/vendors/Flot/jquery.flot.resize.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/Flot/jquery.flot.resize.js	(from https://colorlib.com/polygon/gentelella/)
22:16:21	122971/122971	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-1e05b%22	https://colorlib.com/polygon/vendors/Flot/jquery.flot.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/Flot/jquery.flot.js	(from https://colorlib.com/polygon/gentelella/)
22:16:21	6919/6919	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-1b07%22	https://colorlib.com/polygon/vendors/flot.orderbars/js/jquery.flot.orderBars.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/flot.orderbars/js/jquery.flot.orderBars.js	(from https://colorlib.com/polygon/gentelella/)
22:16:22	1756/1756	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-6dc%22	https://colorlib.com/polygon/vendors/flot-spline/js/jquery.flot.spline.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/flot-spline/js/jquery.flot.spline.min.js	(from https://colorlib.com/polygon/gentelella/)
22:16:23	16821/16821	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-41b5%22	https://colorlib.com/polygon/vendors/flot.curvedlines/curvedLines.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/flot.curvedlines/curvedLines.js	(from https://colorlib.com/polygon/gentelella/)
22:16:24	34068/34068	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-8514%22	https://colorlib.com/polygon/vendors/jqvmap/dist/jquery.vmap.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/jqvmap/dist/jquery.vmap.js	(from https://colorlib.com/polygon/gentelella/)
22:16:26	129966/129966	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-1fbae%22	https://colorlib.com/polygon/vendors/DateJS/build/date.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/DateJS/build/date.js	(from https://colorlib.com/polygon/gentelella/)
22:16:26	2386/2386	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-952%22	https://colorlib.com/polygon/vendors/jqvmap/examples/js/jquery.vmap.sampledata.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/jqvmap/examples/js/jquery.vmap.sampledata.js	(from https://colorlib.com/polygon/gentelella/)
22:16:26	60599/60599	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-ecb7%22	https://colorlib.com/polygon/vendors/jqvmap/dist/maps/jquery.vmap.world.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/jqvmap/dist/maps/jquery.vmap.world.js	(from https://colorlib.com/polygon/gentelella/)
22:16:27	5448/5448	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-1548%22	https://colorlib.com/polygon/vendors/bootstrap-wysiwyg/js/bootstrap-wysiwyg.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/bootstrap-wysiwyg/js/bootstrap-wysiwyg.min.js	(from https://colorlib.com/polygon/gentelella/form.html)
22:16:27	5019/5019	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-139b%22	https://colorlib.com/polygon/vendors/jquery.hotkeys/jquery.hotkeys.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/jquery.hotkeys/jquery.hotkeys.js	(from https://colorlib.com/polygon/gentelella/form.html)
22:16:27	154739/154739	URF---	200	added ('OK%20(cached)')	image/jpeg		https://colorlib.com/polygon/gentelella/images/cropper.jpg	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/gentelella/images/cropper.jpg	(from https://colorlib.com/polygon/gentelella/form_advanced.html)
22:16:28	12345/12345	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-3039%22	https://colorlib.com/polygon/vendors/jquery.tagsinput/src/jquery.tagsinput.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/jquery.tagsinput/src/jquery.tagsinput.js	(from https://colorlib.com/polygon/gentelella/form.html)
22:16:29	63320/63320	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-f758%22	https://colorlib.com/polygon/vendors/google-code-prettify/src/prettify.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/google-code-prettify/src/prettify.js	(from https://colorlib.com/polygon/gentelella/form.html)
22:16:29	38908/38908	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2258882170-97fc%22	https://colorlib.com/polygon/vendors/ion.rangeSlider/js/ion.rangeSlider.min.js	/home/aditya/websites/dummyapifetch/colorlib.com/polygon/vendors/ion.rangeSlider/js/ion.rangeSlider.min.js	(from https://colorlib.com/polygon/gentelella/form_advanced.html)
